100000, 0.177319, 419451381761.492554
200000, 0.171745, 838902763524.186035
300000, 0.259898, 1258354145286.888916
400000, 0.365332, 1677805527049.584229
500000, 0.423370, 2097256908812.279541
600000, 0.483248, 2516708290575.006348
700000, 0.542643, 2936159672337.701660
800000, 0.609541, 3355611054100.396973
900000, 0.710405, 3775062435863.092285
1000000, 0.816011, 4194513817625.787598
